Geschlecht;Groesse;Alter;Gewicht;Betaetigung;Einordnung
m;168;18;100;keinSport;Uebergewicht
w;147;19;94;keinSport;Uebergewicht
w;152;47;96;keinSport;Uebergewicht
w;141;47;52;Ausdauersport;Normalgewicht
w;150;34;71;keinSport;Uebergewicht
m;168;26;44;keinSport;Untergewicht
w;161;26;63;keinSport;Normalgewicht
m;165;28;99;keinSport;Uebergewicht
w;148;58;88;keinSport;Uebergewicht
w;154;20;61;Ausdauersport;Normalgewicht
m;163;42;62;keinSport;Normalgewicht
w;173;79;70;keinSport;Untergewicht
m;153;67;67;Kraftsport;Normalgewicht
w;154;57;64;Ausdauersport;Normalgewicht
w;157;54;86;keinSport;Uebergewicht
w;150;33;43;Ausdauersport;Untergewicht
m;158;45;62;Kraftsport;Normalgewicht
m;170;60;65;keinSport;Untergewicht
m;166;59;56;Kraftsport;Untergewicht
m;164;63;52;keinSport;Untergewicht
m;168;49;62;keinSport;Untergewicht
m;158;64;41;keinSport;Untergewicht
w;147;33;53;keinSport;Normalgewicht
w;151;71;54;keinSport;Untergewicht
w;158;21;70;Ausdauersport;Normalgewicht
m;157;75;84;keinSport;Uebergewicht
m;157;28;46;Ausdauersport;Normalgewicht
w;154;26;96;Kraftsport;Uebergewicht
w;186;27;62;Ausdauersport;Normalgewicht
w;155;18;76;Ausdauersport;Uebergewicht
m;156;52;86;keinSport;Uebergewicht
m;163;22;55;Ausdauersport;Normalgewicht
m;162;23;67;Kraftsport;Normalgewicht
w;154;34;52;Kraftsport;Normalgewicht
m;168;33;112;keinSport;Uebergewicht
m;172;31;65;keinSport;Normalgewicht
m;164;67;80;Ausdauersport;Normalgewicht
w;154;32;61;Ausdauersport;Normalgewicht
w;147;43;65;Kraftsport;Uebergewicht
w;149;19;61;keinSport;Uebergewicht
m;161;26;55;Ausdauersport;Normalgewicht
w;154;30;77;Ausdauersport;Uebergewicht
w;159;50;66;keinSport;Normalgewicht
m;143;42;51;keinSport;Normalgewicht
m;165;60;87;Kraftsport;Normalgewicht
w;150;56;57;Kraftsport;Normalgewicht
m;158;65;51;keinSport;Untergewicht
m;167;74;61;keinSport;Untergewicht
w;150;19;84;keinSport;Uebergewicht
w;149;53;77;keinSport;Uebergewicht
m;165;30;79;keinSport;Uebergewicht
w;150;57;55;Ausdauersport;Normalgewicht
m;159;31;110;keinSport;Uebergewicht
m;148;56;59;keinSport;Normalgewicht
w;156;47;69;Ausdauersport;Normalgewicht
m;165;54;74;keinSport;Normalgewicht
m;151;85;117;Kraftsport;Uebergewicht
m;162;27;52;Ausdauersport;Untergewicht
m;167;66;80;keinSport;Normalgewicht
m;166;55;56;Ausdauersport;Untergewicht
w;149;25;62;Ausdauersport;Normalgewicht
w;146;42;54;Ausdauersport;Normalgewicht
w;149;57;48;keinSport;Untergewicht
w;154;29;72;Ausdauersport;Uebergewicht
w;157;36;94;Kraftsport;Uebergewicht
m;160;62;68;keinSport;Normalgewicht
w;156;61;53;keinSport;Untergewicht
w;150;72;56;keinSport;Untergewicht
w;154;30;48;Ausdauersport;Normalgewicht
w;155;46;94;Kraftsport;Uebergewicht
m;157;66;66;keinSport;Normalgewicht
m;163;31;104;Kraftsport;Uebergewicht
m;155;44;65;keinSport;Normalgewicht
w;160;48;59;Ausdauersport;Normalgewicht
m;164;38;48;keinSport;Untergewicht
m;155;44;67;Ausdauersport;Normalgewicht
w;149;48;67;keinSport;Uebergewicht
w;157;67;72;keinSport;Normalgewicht
m;156;24;46;Ausdauersport;Normalgewicht
m;160;24;116;Kraftsport;Uebergewicht
w;157;48;57;keinSport;Normalgewicht
w;147;48;70;Kraftsport;Normalgewicht
w;153;68;123;Ausdauersport;Uebergewicht
w;146;58;52;Ausdauersport;Normalgewicht
w;157;66;91;Ausdauersport;Uebergewicht
w;153;68;100;keinSport;Uebergewicht
w;150;51;77;Ausdauersport;Uebergewicht
m;164;44;50;Ausdauersport;Normalgewicht
w;161;24;45;keinSport;Untergewicht
w;149;29;53;keinSport;Normalgewicht
w;145;40;33;keinSport;Untergewicht
m;170;33;90;keinSport;Uebergewicht
w;155;59;55;keinSport;Untergewicht
m;162;47;128;keinSport;Uebergewicht
w;149;69;42;keinSport;Untergewicht
m;170;81;66;Kraftsport;Untergewicht
m;167;45;83;Ausdauersport;Normalgewicht
w;147;57;76;keinSport;Uebergewicht
m;152;98;39;keinSport;Untergewicht
w;155;42;66;Ausdauersport;Normalgewicht
w;148;28;58;keinSport;Uebergewicht
m;169;34;102;keinSport;Uebergewicht
w;144;50;54;keinSport;Normalgewicht
w;151;70;62;Ausdauersport;Normalgewicht
m;167;55;57;Ausdauersport;Untergewicht
w;155;67;44;Ausdauersport;Untergewicht
m;169;74;68;keinSport;Untergewicht
m;162;50;100;keinSport;Uebergewicht
w;152;37;58;Kraftsport;Normalgewicht
m;160;64;76;Ausdauersport;Normalgewicht
w;149;58;51;Ausdauersport;Normalgewicht
m;154;82;59;Ausdauersport;Untergewicht
m;171;62;93;Ausdauersport;Uebergewicht
m;160;28;49;Ausdauersport;Untergewicht
w;150;27;41;keinSport;Untergewicht
w;156;36;42;keinSport;Untergewicht
m;157;65;46;keinSport;Untergewicht
w;145;43;51;keinSport;Normalgewicht
m;149;56;76;keinSport;Uebergewicht
w;148;29;37;keinSport;Untergewicht
m;154;44;73;Kraftsport;Normalgewicht
w;149;37;62;Kraftsport;Normalgewicht
w;154;55;78;keinSport;Uebergewicht
w;144;37;89;keinSport;Uebergewicht
m;169;26;62;Kraftsport;Normalgewicht
w;154;32;63;keinSport;Uebergewicht
m;155;77;69;Ausdauersport;Normalgewicht
w;157;74;55;keinSport;Untergewicht
m;157;40;52;keinSport;Untergewicht
w;160;44;61;Ausdauersport;Normalgewicht
w;151;60;40;Ausdauersport;Untergewicht
w;149;51;42;Ausdauersport;Untergewicht
m;165;44;74;Ausdauersport;Normalgewicht
m;159;23;50;keinSport;Untergewicht
m;160;57;71;Ausdauersport;Normalgewicht
w;156;50;63;keinSport;Normalgewicht
w;162;45;49;Ausdauersport;Normalgewicht
w;144;42;82;Ausdauersport;Uebergewicht
w;160;43;66;keinSport;Normalgewicht
w;149;73;53;keinSport;Untergewicht
w;154;56;57;Ausdauersport;Normalgewicht
m;168;55;84;keinSport;Uebergewicht
m;156;18;64;keinSport;Uebergewicht
m;160;70;62;keinSport;Untergewicht
w;159;75;56;keinSport;Untergewicht
m;166;53;75;Ausdauersport;Normalgewicht
m;161;53;120;keinSport;Uebergewicht
m;151;36;36;Kraftsport;Untergewicht
w;151;59;49;keinSport;Untergewicht
m;162;52;63;keinSport;Normalgewicht
w;150;43;75;keinSport;Uebergewicht
m;161;66;65;keinSport;Normalgewicht
w;161;52;53;Ausdauersport;Normalgewicht
m;156;44;60;Ausdauersport;Normalgewicht
w;160;26;54;keinSport;Normalgewicht
w;158;48;58;keinSport;Normalgewicht
m;168;47;95;Ausdauersport;Uebergewicht
m;160;21;73;Ausdauersport;Normalgewicht
w;151;45;51;keinSport;Normalgewicht
m;156;54;58;keinSport;Normalgewicht
m;159;59;58;Ausdauersport;Untergewicht
w;155;47;62;keinSport;Normalgewicht
w;147;39;54;keinSport;Normalgewicht
w;147;50;43;Ausdauersport;Untergewicht
m;162;68;62;keinSport;Untergewicht
m;163;58;61;keinSport;Untergewicht
w;155;36;53;keinSport;Normalgewicht
w;159;28;57;Ausdauersport;Normalgewicht
m;160;61;62;keinSport;Untergewicht
w;146;57;60;Ausdauersport;Normalgewicht
m;163;49;68;keinSport;Normalgewicht
m;162;61;65;Ausdauersport;Normalgewicht
m;168;36;51;keinSport;Untergewicht
m;158;64;61;Kraftsport;Normalgewicht
w;158;51;67;Kraftsport;Normalgewicht
m;161;53;61;Kraftsport;Normalgewicht
w;157;57;52;Ausdauersport;Normalgewicht
w;158;25;51;Ausdauersport;Normalgewicht
m;159;46;46;keinSport;Untergewicht
m;155;25;48;Ausdauersport;Normalgewicht
w;146;50;52;keinSport;Normalgewicht
w;154;53;69;Kraftsport;Uebergewicht
m;164;71;52;Ausdauersport;Normalgewicht
w;155;38;57;keinSport;Normalgewicht
m;163;28;44;Ausdauersport;Untergewicht
w;153;46;116;Kraftsport;Uebergewicht
w;152;49;58;keinSport;Normalgewicht
m;157;38;68;Ausdauersport;Normalgewicht
m;158;70;72;keinSport;Normalgewicht
w;150;67;77;keinSport;Uebergewicht
m;156;50;68;keinSport;Normalgewicht
w;153;22;63;keinSport;Uebergewicht
w;154;23;53;Ausdauersport;Normalgewicht
m;143;51;50;Ausdauersport;Normalgewicht
m;159;62;78;keinSport;Uebergewicht
w;146;52;52;keinSport;Normalgewicht
w;147;41;41;keinSport;Untergewicht
w;148;48;83;Ausdauersport;Uebergewicht
w;143;55;58;keinSport;Uebergewicht
w;183;63;68;keinSport;Untergewicht
m;164;52;83;Ausdauersport;Uebergewicht
w;146;40;69;keinSport;Uebergewicht
w;145;73;63;keinSport;Normalgewicht
m;163;54;75;Ausdauersport;Normalgewicht
m;176;22;61;Ausdauersport;Normalgewicht
m;162;40;39;keinSport;Untergewicht
m;160;72;65;Ausdauersport;Normalgewicht
m;161;28;69;Ausdauersport;Normalgewicht
w;147;44;78;Kraftsport;Uebergewicht
w;150;40;96;Ausdauersport;Uebergewicht
w;151;73;58;Ausdauersport;Normalgewicht
m;157;19;53;Kraftsport;Normalgewicht
w;154;66;52;Kraftsport;Untergewicht
w;148;33;62;keinSport;Uebergewicht
w;148;43;67;Kraftsport;Uebergewicht
m;157;52;78;Ausdauersport;Uebergewicht
w;144;54;45;Kraftsport;Untergewicht
w;156;74;65;keinSport;Normalgewicht
m;154;32;71;Ausdauersport;Normalgewicht
w;152;44;68;Ausdauersport;Normalgewicht
m;164;22;52;Ausdauersport;Untergewicht
w;152;19;60;Kraftsport;Uebergewicht
w;146;86;52;Ausdauersport;Untergewicht
w;150;50;97;keinSport;Uebergewicht
w;154;59;55;Kraftsport;Normalgewicht
w;149;50;67;keinSport;Uebergewicht
w;160;75;55;keinSport;Untergewicht
m;168;73;73;keinSport;Normalgewicht
w;147;30;57;keinSport;Uebergewicht
w;150;33;66;Ausdauersport;Normalgewicht
m;166;70;111;Kraftsport;Uebergewicht
w;150;53;53;keinSport;Normalgewicht
w;147;85;91;Kraftsport;Uebergewicht
m;149;37;38;Ausdauersport;Untergewicht
w;155;57;66;Ausdauersport;Normalgewicht
w;149;31;56;keinSport;Uebergewicht
m;168;47;70;Kraftsport;Normalgewicht
m;153;44;50;Ausdauersport;Untergewicht
m;166;32;95;keinSport;Uebergewicht
m;162;73;64;keinSport;Untergewicht
m;150;50;101;keinSport;Uebergewicht
m;162;82;47;Kraftsport;Untergewicht
m;161;45;84;keinSport;Uebergewicht
w;149;49;69;Ausdauersport;Uebergewicht
m;157;51;79;Kraftsport;Normalgewicht
m;166;54;87;Ausdauersport;Uebergewicht
m;162;21;56;Kraftsport;Normalgewicht
m;159;64;132;keinSport;Uebergewicht
m;169;38;112;keinSport;Uebergewicht
m;171;34;56;keinSport;Untergewicht
m;168;20;75;Ausdauersport;Normalgewicht
m;159;19;61;Ausdauersport;Normalgewicht
m;162;20;72;Ausdauersport;Normalgewicht
w;147;24;42;keinSport;Normalgewicht
w;154;36;69;keinSport;Uebergewicht
m;169;35;77;keinSport;Normalgewicht
w;152;94;64;keinSport;Normalgewicht
m;155;47;57;keinSport;Normalgewicht
m;154;51;60;Ausdauersport;Normalgewicht
w;160;30;106;keinSport;Uebergewicht
m;154;52;55;keinSport;Normalgewicht
m;162;20;46;keinSport;Untergewicht
w;153;57;65;keinSport;Normalgewicht
m;160;53;64;keinSport;Normalgewicht
m;164;37;55;keinSport;Untergewicht
w;145;38;51;keinSport;Normalgewicht
m;148;54;63;Ausdauersport;Normalgewicht
w;154;63;74;keinSport;Uebergewicht
m;160;59;63;Ausdauersport;Normalgewicht
m;167;58;53;Kraftsport;Untergewicht
m;157;46;55;keinSport;Untergewicht
m;170;61;53;Ausdauersport;Normalgewicht
w;160;73;80;Ausdauersport;Uebergewicht
m;159;56;51;Ausdauersport;Untergewicht
m;163;58;106;Kraftsport;Uebergewicht
m;162;44;47;Ausdauersport;Normalgewicht
w;153;45;67;Ausdauersport;Normalgewicht
w;157;47;54;keinSport;Normalgewicht
m;164;50;59;keinSport;Untergewicht
w;152;57;73;Kraftsport;Normalgewicht
w;158;84;53;Ausdauersport;Untergewicht
w;158;50;55;Ausdauersport;Normalgewicht
m;162;34;126;Ausdauersport;Uebergewicht
w;159;69;62;keinSport;Untergewicht
w;147;28;44;keinSport;Normalgewicht
m;162;49;40;keinSport;Untergewicht
m;159;37;56;Kraftsport;Normalgewicht
w;155;37;66;keinSport;Uebergewicht
w;144;69;66;keinSport;Uebergewicht
m;160;75;61;keinSport;Untergewicht
w;175;57;63;keinSport;Untergewicht
m;169;39;65;Ausdauersport;Normalgewicht
m;169;24;65;Kraftsport;Normalgewicht
w;148;19;45;keinSport;Normalgewicht
w;153;46;53;keinSport;Normalgewicht
w;150;36;65;Ausdauersport;Normalgewicht
m;164;67;44;Ausdauersport;Untergewicht
m;167;39;110;keinSport;Uebergewicht
m;167;36;55;Ausdauersport;Untergewicht
w;151;78;60;keinSport;Normalgewicht
m;171;37;131;Kraftsport;Uebergewicht
m;164;44;130;Kraftsport;Uebergewicht
w;157;41;84;keinSport;Uebergewicht
m;157;64;58;keinSport;Untergewicht
m;159;46;49;keinSport;Untergewicht
m;165;85;57;keinSport;Untergewicht
m;163;44;77;Ausdauersport;Uebergewicht
w;153;52;57;Kraftsport;Normalgewicht
m;155;61;66;keinSport;Normalgewicht
w;147;21;43;Ausdauersport;Normalgewicht
m;162;68;48;keinSport;Untergewicht
m;165;55;55;Ausdauersport;Untergewicht
m;163;73;74;keinSport;Normalgewicht
w;153;59;56;keinSport;Normalgewicht
m;163;61;68;Ausdauersport;Normalgewicht
w;155;43;55;keinSport;Normalgewicht
m;171;29;67;keinSport;Normalgewicht
m;162;57;46;keinSport;Untergewicht
w;143;57;45;keinSport;Untergewicht
m;157;39;53;keinSport;Untergewicht
m;149;35;63;keinSport;Uebergewicht
m;165;54;97;Kraftsport;Uebergewicht
w;147;57;55;Ausdauersport;Normalgewicht
w;158;27;60;keinSport;Normalgewicht
m;155;22;55;keinSport;Normalgewicht
m;176;27;88;keinSport;Uebergewicht
m;152;60;49;Ausdauersport;Normalgewicht
w;152;45;64;Kraftsport;Normalgewicht
m;159;51;71;keinSport;Normalgewicht
w;141;58;70;keinSport;Uebergewicht
w;153;53;51;keinSport;Untergewicht
w;157;31;63;keinSport;Uebergewicht
w;148;22;56;Ausdauersport;Normalgewicht
w;159;23;47;keinSport;Untergewicht
m;154;30;50;keinSport;Normalgewicht
w;147;22;52;Kraftsport;Normalgewicht
w;145;30;61;Ausdauersport;Uebergewicht
w;148;67;72;Kraftsport;Normalgewicht
m;153;38;75;keinSport;Uebergewicht
w;157;21;97;keinSport;Uebergewicht
w;171;48;97;keinSport;Uebergewicht
m;148;19;44;keinSport;Untergewicht
w;156;28;59;keinSport;Normalgewicht
m;163;67;72;keinSport;Normalgewicht
m;160;45;65;Ausdauersport;Normalgewicht
w;156;19;59;keinSport;Uebergewicht
m;167;75;53;Ausdauersport;Untergewicht
w;143;32;59;keinSport;Uebergewicht
w;158;58;112;Kraftsport;Uebergewicht
w;153;61;54;keinSport;Normalgewicht
w;156;48;59;keinSport;Normalgewicht
w;150;25;69;Ausdauersport;Uebergewicht
m;162;40;56;keinSport;Untergewicht
m;158;57;65;keinSport;Normalgewicht
w;149;31;61;Kraftsport;Normalgewicht
w;156;44;59;keinSport;Normalgewicht
m;152;51;37;Ausdauersport;Untergewicht
w;145;70;52;keinSport;Untergewicht
m;157;63;60;Ausdauersport;Normalgewicht
m;162;19;51;Ausdauersport;Normalgewicht
w;147;87;57;keinSport;Normalgewicht
w;150;75;59;keinSport;Normalgewicht
w;153;40;61;keinSport;Uebergewicht
w;148;57;57;Ausdauersport;Normalgewicht
w;154;48;93;keinSport;Uebergewicht
m;158;67;55;Ausdauersport;Normalgewicht
m;171;48;56;keinSport;Untergewicht
w;152;50;62;keinSport;Normalgewicht
m;175;52;56;Ausdauersport;Normalgewicht
w;154;49;63;keinSport;Normalgewicht
w;155;47;62;Ausdauersport;Normalgewicht
w;148;24;52;Ausdauersport;Normalgewicht
w;151;62;73;Ausdauersport;Uebergewicht
w;157;47;58;keinSport;Normalgewicht
m;167;63;50;Kraftsport;Untergewicht
w;163;50;54;Ausdauersport;Normalgewicht
m;156;63;98;Kraftsport;Uebergewicht
w;147;53;64;Kraftsport;Normalgewicht
m;166;31;70;keinSport;Normalgewicht
m;161;64;78;keinSport;Uebergewicht
w;154;43;56;keinSport;Normalgewicht
w;146;26;105;keinSport;Uebergewicht
m;161;21;115;Kraftsport;Uebergewicht
m;166;75;98;Kraftsport;Uebergewicht
w;162;48;55;Ausdauersport;Normalgewicht
w;152;44;42;keinSport;Untergewicht
w;162;18;110;keinSport;Uebergewicht
m;171;52;57;Ausdauersport;Normalgewicht
w;181;50;60;keinSport;Untergewicht
m;173;48;81;keinSport;Normalgewicht
w;154;46;46;Ausdauersport;Normalgewicht
w;146;28;59;keinSport;Uebergewicht
w;154;28;67;Ausdauersport;Normalgewicht
m;157;43;78;Ausdauersport;Uebergewicht
w;150;45;49;keinSport;Untergewicht
w;150;57;59;keinSport;Normalgewicht
w;167;21;59;Ausdauersport;Normalgewicht
m;160;42;125;Ausdauersport;Uebergewicht
m;154;38;56;keinSport;Normalgewicht
w;158;43;55;keinSport;Normalgewicht
w;156;56;64;keinSport;Normalgewicht
w;160;53;62;Kraftsport;Normalgewicht
m;163;21;52;Ausdauersport;Untergewicht
w;159;76;49;keinSport;Untergewicht
w;148;36;63;Kraftsport;Normalgewicht
m;162;46;63;keinSport;Normalgewicht
m;168;82;54;Ausdauersport;Untergewicht
w;161;43;73;keinSport;Uebergewicht
w;151;37;51;Kraftsport;Normalgewicht
w;150;30;58;keinSport;Uebergewicht
w;157;49;118;keinSport;Uebergewicht
w;150;44;50;Ausdauersport;Normalgewicht
w;148;21;40;keinSport;Untergewicht
w;148;55;74;Kraftsport;Uebergewicht
m;154;24;60;keinSport;Uebergewicht
w;148;70;107;keinSport;Uebergewicht
m;150;70;53;Ausdauersport;Untergewicht
w;158;68;51;Ausdauersport;Untergewicht
m;165;95;43;Ausdauersport;Untergewicht
m;153;19;67;Ausdauersport;Uebergewicht
w;153;30;94;keinSport;Uebergewicht
w;152;21;108;keinSport;Uebergewicht
w;157;47;59;Kraftsport;Normalgewicht
w;153;36;72;Ausdauersport;Uebergewicht
w;156;63;59;keinSport;Normalgewicht
w;153;31;47;Ausdauersport;Normalgewicht
w;149;50;49;Kraftsport;Untergewicht
w;158;61;75;keinSport;Uebergewicht
m;166;49;49;keinSport;Untergewicht
w;152;37;65;Kraftsport;Uebergewicht
w;146;54;73;keinSport;Uebergewicht
w;152;57;46;Ausdauersport;Normalgewicht
w;152;43;70;Kraftsport;Normalgewicht
w;159;41;59;keinSport;Normalgewicht
m;170;27;59;keinSport;Untergewicht
m;170;33;93;keinSport;Uebergewicht
w;158;43;59;Kraftsport;Normalgewicht
m;166;29;56;keinSport;Untergewicht
w;141;79;66;Ausdauersport;Uebergewicht
w;149;59;124;Ausdauersport;Uebergewicht
w;150;58;45;keinSport;Untergewicht
w;157;21;91;Ausdauersport;Uebergewicht
w;154;72;60;keinSport;Normalgewicht
w;145;45;65;keinSport;Uebergewicht
w;157;60;72;Ausdauersport;Normalgewicht
w;160;49;74;keinSport;Uebergewicht
w;144;54;58;keinSport;Uebergewicht
w;157;52;51;Kraftsport;Untergewicht
w;173;28;122;keinSport;Uebergewicht
w;151;47;50;Ausdauersport;Normalgewicht
m;170;22;60;keinSport;Normalgewicht
m;166;22;63;Ausdauersport;Normalgewicht
m;158;59;74;Kraftsport;Uebergewicht
m;167;50;58;keinSport;Untergewicht
w;161;59;72;keinSport;Normalgewicht
w;151;51;84;keinSport;Uebergewicht
m;162;53;83;Ausdauersport;Uebergewicht
m;157;46;68;keinSport;Normalgewicht
m;169;46;72;keinSport;Normalgewicht
w;176;64;57;keinSport;Untergewicht
m;165;22;116;keinSport;Uebergewicht
w;150;27;54;keinSport;Normalgewicht
m;167;43;96;keinSport;Uebergewicht
m;167;23;58;keinSport;Normalgewicht
m;150;47;62;keinSport;Normalgewicht
m;164;41;54;Ausdauersport;Untergewicht
w;147;65;54;keinSport;Untergewicht
m;158;21;52;Kraftsport;Normalgewicht
w;148;61;49;keinSport;Untergewicht
m;163;40;60;keinSport;Normalgewicht
w;148;18;93;keinSport;Uebergewicht
m;168;32;60;Ausdauersport;Normalgewicht
w;152;56;57;Ausdauersport;Normalgewicht
m;163;44;101;Kraftsport;Uebergewicht
m;167;30;45;Kraftsport;Untergewicht
m;160;29;76;keinSport;Uebergewicht
w;155;40;118;keinSport;Uebergewicht
m;164;81;71;keinSport;Normalgewicht
m;152;56;50;Ausdauersport;Untergewicht
w;151;56;72;keinSport;Uebergewicht
w;150;24;51;Ausdauersport;Normalgewicht
m;165;72;101;Ausdauersport;Uebergewicht
w;150;43;57;keinSport;Normalgewicht
w;160;64;55;Ausdauersport;Normalgewicht
w;153;74;94;keinSport;Uebergewicht
w;146;49;67;Kraftsport;Normalgewicht
w;158;23;68;Ausdauersport;Normalgewicht
w;159;44;48;Ausdauersport;Untergewicht
w;148;18;65;Ausdauersport;Normalgewicht
m;143;45;48;Ausdauersport;Normalgewicht
w;156;74;85;Ausdauersport;Uebergewicht
m;162;33;48;Ausdauersport;Untergewicht
w;160;53;129;Kraftsport;Uebergewicht
w;148;51;58;Ausdauersport;Normalgewicht
m;161;57;53;keinSport;Untergewicht
w;151;47;74;keinSport;Uebergewicht
w;155;53;48;keinSport;Untergewicht
w;153;67;55;Ausdauersport;Untergewicht
m;161;47;80;Ausdauersport;Uebergewicht
m;169;46;77;keinSport;Normalgewicht
m;161;72;56;keinSport;Untergewicht
w;159;52;61;keinSport;Normalgewicht
m;170;33;67;Ausdauersport;Normalgewicht
w;151;62;87;Kraftsport;Uebergewicht
m;165;53;66;Ausdauersport;Normalgewicht
w;151;53;58;keinSport;Normalgewicht
m;162;74;70;keinSport;Normalgewicht
w;173;41;74;keinSport;Normalgewicht
m;158;70;54;keinSport;Untergewicht
m;149;55;48;keinSport;Untergewicht
m;163;33;101;keinSport;Uebergewicht
m;164;33;39;Ausdauersport;Untergewicht
w;157;39;65;Kraftsport;Normalgewicht
m;156;44;53;keinSport;Untergewicht
m;165;42;82;Kraftsport;Normalgewicht
w;147;61;58;Ausdauersport;Normalgewicht
w;147;65;68;keinSport;Uebergewicht
w;157;48;76;keinSport;Uebergewicht
w;149;44;54;keinSport;Normalgewicht
m;157;74;66;Kraftsport;Normalgewicht
w;155;60;53;keinSport;Untergewicht
w;144;41;42;Ausdauersport;Untergewicht
w;150;100;44;keinSport;Untergewicht
w;149;59;81;keinSport;Uebergewicht
w;150;68;82;keinSport;Uebergewicht
w;147;64;71;keinSport;Uebergewicht
m;152;22;48;Ausdauersport;Normalgewicht
w;148;59;44;keinSport;Untergewicht
w;154;62;75;Ausdauersport;Uebergewicht
m;155;47;104;keinSport;Uebergewicht
w;147;50;69;keinSport;Uebergewicht
w;147;67;122;keinSport;Uebergewicht
w;159;30;115;keinSport;Uebergewicht
m;175;28;68;keinSport;Normalgewicht
m;164;35;96;keinSport;Uebergewicht
w;153;27;66;Ausdauersport;Uebergewicht
m;158;58;66;Kraftsport;Normalgewicht
w;153;49;62;keinSport;Normalgewicht
m;167;38;73;Ausdauersport;Normalgewicht
w;146;28;49;Ausdauersport;Normalgewicht
m;153;33;64;keinSport;Uebergewicht
m;167;42;129;keinSport;Uebergewicht
m;161;74;87;Kraftsport;Uebergewicht
m;156;32;62;keinSport;Normalgewicht
w;156;47;64;Ausdauersport;Normalgewicht
m;151;58;58;keinSport;Normalgewicht
w;158;63;59;Ausdauersport;Normalgewicht
m;169;54;133;keinSport;Uebergewicht
w;155;75;65;Kraftsport;Normalgewicht
m;159;73;77;Kraftsport;Normalgewicht
w;157;40;48;Ausdauersport;Normalgewicht
w;158;29;64;Ausdauersport;Normalgewicht
w;149;34;44;Kraftsport;Untergewicht
m;169;25;62;keinSport;Normalgewicht
m;164;54;79;Ausdauersport;Normalgewicht
m;148;41;65;keinSport;Uebergewicht
m;162;22;56;keinSport;Normalgewicht
m;158;53;64;Kraftsport;Normalgewicht
w;145;54;54;Ausdauersport;Normalgewicht
w;150;51;47;keinSport;Untergewicht
w;161;66;58;Ausdauersport;Untergewicht
m;155;74;57;keinSport;Untergewicht
w;154;44;43;Kraftsport;Untergewicht
m;165;50;134;Ausdauersport;Uebergewicht
w;144;35;39;keinSport;Untergewicht
w;151;50;60;keinSport;Normalgewicht
m;160;51;60;keinSport;Normalgewicht
w;150;47;76;keinSport;Uebergewicht
w;150;20;37;Ausdauersport;Untergewicht
w;154;60;47;keinSport;Untergewicht
w;156;45;53;Ausdauersport;Untergewicht
w;160;69;80;keinSport;Uebergewicht
m;169;45;80;keinSport;Normalgewicht
w;161;34;50;Ausdauersport;Untergewicht
m;169;58;54;keinSport;Untergewicht
w;155;44;55;keinSport;Normalgewicht
w;144;76;62;keinSport;Normalgewicht
m;165;72;50;keinSport;Untergewicht
m;174;57;74;Ausdauersport;Normalgewicht
w;151;19;51;Kraftsport;Normalgewicht
w;156;32;58;keinSport;Normalgewicht
m;164;37;44;Ausdauersport;Untergewicht
m;153;56;73;keinSport;Uebergewicht
m;163;30;62;Ausdauersport;Normalgewicht
w;154;46;47;Kraftsport;Untergewicht
w;174;31;64;Kraftsport;Normalgewicht
w;158;63;52;Ausdauersport;Normalgewicht
m;162;63;74;Ausdauersport;Normalgewicht
w;157;55;56;keinSport;Untergewicht
m;165;59;110;keinSport;Uebergewicht
m;158;46;127;keinSport;Uebergewicht
w;164;26;108;Ausdauersport;Uebergewicht
w;157;60;45;Ausdauersport;Normalgewicht
m;167;48;113;keinSport;Uebergewicht
w;147;23;61;Ausdauersport;Normalgewicht
m;163;21;70;keinSport;Uebergewicht
w;148;82;65;keinSport;Normalgewicht
m;160;54;76;keinSport;Uebergewicht
w;153;61;105;Ausdauersport;Uebergewicht
w;150;51;121;keinSport;Uebergewicht
w;155;57;84;keinSport;Uebergewicht
w;151;28;59;keinSport;Uebergewicht
m;162;79;70;Kraftsport;Normalgewicht
w;153;33;51;Ausdauersport;Normalgewicht
m;162;53;59;keinSport;Untergewicht
m;158;65;131;Ausdauersport;Uebergewicht
m;159;69;72;keinSport;Normalgewicht
m;155;51;50;Ausdauersport;Normalgewicht
w;153;59;47;keinSport;Untergewicht
w;150;44;34;keinSport;Untergewicht
m;157;41;61;keinSport;Normalgewicht
w;146;22;48;keinSport;Normalgewicht
m;166;63;62;Kraftsport;Untergewicht
w;155;42;62;keinSport;Normalgewicht
w;151;72;49;keinSport;Untergewicht
m;159;64;52;keinSport;Untergewicht
w;148;21;89;keinSport;Uebergewicht
m;164;39;56;Ausdauersport;Untergewicht
m;161;19;53;Ausdauersport;Normalgewicht
w;144;44;65;keinSport;Uebergewicht
w;147;43;60;Ausdauersport;Normalgewicht
m;158;46;78;keinSport;Uebergewicht
w;173;50;56;Ausdauersport;Untergewicht
m;175;81;51;keinSport;Untergewicht
m;169;50;59;keinSport;Untergewicht
w;147;37;50;Ausdauersport;Normalgewicht
w;148;32;45;keinSport;Normalgewicht
w;154;47;94;keinSport;Uebergewicht
w;150;65;62;keinSport;Normalgewicht
m;157;30;62;Kraftsport;Normalgewicht
w;146;50;40;Ausdauersport;Untergewicht
m;157;28;80;Ausdauersport;Uebergewicht
m;162;43;48;keinSport;Untergewicht
w;154;54;59;Kraftsport;Normalgewicht
